molecule_chembl_id,canonical_smiles,standard_value,actual,predicted
CHEMBL5768620,O=C(Nc1cccc(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,100,active,active
CHEMBL5768791,CC(C)(C#N)c1cccc(C(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]ccc34)c2F)c1,89,active,inactive
CHEMBL5768985,CN(C)CCCOc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c2c1OCCO2,50,active,inactive
CHEMBL5769022,Cc1cc(OCCN(C)C)c2oc3cc(Oc4ccc(N)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5769099,COc1cc2c(Nc3ccc(F)cc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,inactive
CHEMBL5769291,CC(C)n1nc(-c2cc3ccccc3[nH]2)c2c(N)nccc21,8530,active,active
CHEMBL5769394,CCN1CCC(c2ccc(Nc3ncc4cc(-c5cc(OC)cc(OC)c5Cl)c5nncn5c4n3)cc2)CC1,4.1,active,active
CHEMBL5769585,CC(C)(C)n1nc(-c2[nH]c3cc(C(=O)Nc4ccccc4)ccc3c2Cl)c2c(N)ncnc21,30000,active,active
CHEMBL5769975,Cc1cc(OCCN(C)C)c2oc3cc(Oc4ccc(OCc5ccc(C(F)(F)F)nc5)nc4)ccc3c(=O)c2c1,10000,active,inactive
CHEMBL5770026,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1=CC2C(C(F)(F)F)=NN(C)C2S1,525,active,inactive
CHEMBL5770067,CNC(=O)c1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)[nH]c2c1,4310,active,active
CHEMBL5772184,COCCOc1cc2nccc(Oc3ccc(NC(=O)NC4CCC4)c(Cl)c3)c2c2c1OCCO2,50,active,active
CHEMBL5772278,COC(=O)Nc1cccc(C(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)c1,14800,active,active
CHEMBL5772449,COc1cc2ncnc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2c2c1OCCO2,50,active,inactive
CHEMBL5772503,COc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,10500,active,inactive
CHEMBL5772535,O=C(Nc1ccc(F)c(C(=O)c2ccc3ncc(N4CCNCC4)nc3c2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,100,active,active
CHEMBL5773012,CS(C)(=O)=NC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)c4cc(C(F)(F)F)ccc4F)ccc3s2)c1,128,active,inactive
CHEMBL5773308,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nn(CCCN(C)CCCC(=O)NO)c4ncnc(N)c34)cc2)c1,572,active,inactive
CHEMBL5773707,COc1cc(OC)c(Nc2ncnc3cc(O[C@@H]4CO[C@@H]5[C@H]4OC[C@H]5F)c(OC)cc23)cc1Cl,525,active,active
CHEMBL5773944,Cc1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,30000,active,active
CHEMBL5774324,COc1cc(OC)cc(N(Cc2ncc[nH]2)c2cc3cc(-c4cnn(C)c4)cnc3cn2)c1,1000,active,inactive
CHEMBL5774556,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCC3CCN(C(C)C)C3)ccc1N2,5.34,active,active
CHEMBL5774604,COc1ccc(Sc2sc3nc(N)nc(N)c3c2C)cc1OC,22600,active,active
CHEMBL5774715,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCC(N(C)C)CC4)ccc2N3)cc1O,1.19,active,inactive
CHEMBL5774740,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)NCCOCCOCCOCCOCCOC)cc3)n[nH]c2c1,3.9,active,active
CHEMBL5774786,O=C(Nc1cc(Nc2ncccc2-c2ncnc3[nH]ccc23)ccc1F)c1cccc(C(F)(F)F)c1,210,active,inactive
CHEMBL5775020,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(C(=O)N4CCC(O)C4)ccc2N3)cc1O,1.18,active,active
CHEMBL5775335,O=C(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1cccc(Cl)c1,147,active,active
CHEMBL5776155,CNC(=O)c1ccc2c(F)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,4020,active,active
CHEMBL5776316,Nc1ncnc2c1c(-c1[nH]c3cc(C(=O)NC4CC4)ccc3c1Cl)nn2C1CCOCC1,924,active,active
CHEMBL5777226,CC(C)(C)n1nc(-c2cc3ccc(Cl)cc3[nH]2)c2c(N)ncnc21,30000,active,active
CHEMBL5777521,Cc1cccc(NC(=O)Nc2ccc3sc(-c4cc(B(O)O)cnc4N)cc3c2)c1,42,active,inactive
CHEMBL5779044,CCNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,6110,active,active
CHEMBL5779075,CC(C)n1cc(-c2[nH]c3ccccc3c2Cl)c2c(N)ncnc21,27100,active,inactive
CHEMBL5779157,O=C(Nc1ccc(C#Cc2cncc(-c3nnn(CCCO)n3)c2)cc1)Nc1cc(C(F)(F)F)ccc1F,8,active,inactive
CHEMBL5779482,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cncc(C(=O)N=S3(=O)CCN(C(=O)NCCCC(=O)N4CCC(O)C4)CC3)c2)c1,4,active,active
CHEMBL5779595,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2c2c1OCCO2,50,active,active
CHEMBL5780343,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN(C)CCO)ccc2N3)cc1O,0.851,active,inactive
CHEMBL5780798,Cc1cc(OCCN(C)C)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5781152,COc1cc2ncnc(Oc3ccc(NC(=O)NC(C)C)c(Cl)c3)c2c2c1OCCO2,50,active,inactive
CHEMBL5781156,COc1cc(OC)c(F)c(N(Cc2nccn2S(=O)(=O)N(C)C)c2cc3cc(-c4cnn(C)c4)cnc3cn2)c1,1000,active,inactive
CHEMBL5781479,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCCOC(C)C)ccc1N2,3.57,active,inactive
CHEMBL5781504,Cc1cc(OCC2CCCCN2C)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5781893,O=C(Nc1cccc(Nc2ncccc2-c2ncnc3[nH]cnc23)c1)c1cccc(C(F)(F)F)c1,182,active,inactive
CHEMBL5782623,C=C1CO[C@@H]2[C@@H](Oc3cc4ncnc(Nc5ccc(Br)c(Cl)c5)c4cc3OC)CO[C@H]12,525,active,inactive
CHEMBL5782730,N#Cc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(F)cc3F)ccnc1N2,2.6,active,inactive
CHEMBL5783202,O=C(Nc1ccc(F)cc1)Nc1cc(F)c(F)c(C(=O)c2ccc3ncc(N4CCNCC4)nc3c2)c1,100,active,active
CHEMBL5783288,COc1cc(OC)c(F)c(N(CCO)c2cc3cc(-c4cnn(C)c4)cnc3cn2)c1,912,active,inactive
CHEMBL5783293,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCC(O)CC4)ccc2N3)cc1O,0.498,active,inactive
CHEMBL5783751,CS(C)(=O)=NC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3s2)c1,21,active,inactive
CHEMBL5783904,Cc1cc(OCCN(C)C)c2oc3cc(C(=O)c4ccc(CCc5ccc(CO)cc5)nc4)ccc3c(=O)c2c1,10000,active,inactive
CHEMBL5784290,COc1cc(OC)cc(N(CCCO)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,20,active,active
CHEMBL5784797,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNc3ccc4[nH]cnc4c3)ccc1N2,15.6,active,active
CHEMBL5784998,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CNC(CO)Cc4cnc[nH]4)ccc2N3)cc1O,0.78,active,inactive
CHEMBL5785184,Cc1cccc(NC(=O)Nc2ccc(-c3cc(C(=O)N=S(=O)(CCCO)CCCO)cnc3N)cc2)c1,83,active,inactive
CHEMBL5786084,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cncc(-c3nnn(CCCO)n3)c2)c1,5,active,active
CHEMBL5786091,O=C(Nc1ccc(Oc2ccc3nccnc3c2)cc1)Nc1cccc(C(F)(F)F)c1,100,active,inactive
CHEMBL5786120,O=C(Nc1cc(Nc2ncccc2-c2ncnc3[nH]cnc23)ccc1F)c1cc(Cl)cc(C(F)(F)F)c1,184,active,active
CHEMBL5786441,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC[C@H]1CN2CCC[C@@H]2CO1,525,active,active
CHEMBL5786647,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)COCCOCCOCCOCCOCCOC)cc3)n[nH]c2c1,4.8,active,active
CHEMBL5786699,CNC(=O)c1ccc2cc(-c3nc(C(C)C)n4ccnc(N)c34)[nH]c2c1,3220,active,active
CHEMBL5786748,CCNCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,12.4,active,inactive
CHEMBL5786804,COC(=O)CCCCS(=O)(CCCCC(=O)OC)=NC(=O)c1cnc(N)c(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c1,138,active,inactive
CHEMBL5786941,O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc4cc(OC5CCOCC5)c5c(c34)OCCO5)c(F)c2)CC1,275,active,active
CHEMBL5787103,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCC3CCC(=O)N3C)ccc1N2,5.78,active,active
CHEMBL5787188,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,50,active,inactive
CHEMBL5787361,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CC[C@@H](N)C4)ccc2N3)cc1O,0.954,active,active
CHEMBL5787383,COc1ccc(NC(=O)Nc2cccc(Oc3ccc4nccnc4c3)c2)cc1,100,active,active
CHEMBL5787565,O=C(Nc1cccc(F)c1)Nc1cccc(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1,100,active,active
CHEMBL5787916,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Nc2ncccc2-c2ncnc3[nH]cnc23)ccc1F,52,active,inactive
CHEMBL5787936,COc1cc2ncnc(Nc3ccc(NC(=O)NC4CCC4)c(Cl)c3)c2c2c1OCCO2,50,active,active
CHEMBL5788278,CC(C)(O)COc1ccc2c(Oc3ccc(Nc4nccc5[nH]cc(-c6cccc(F)c6)c(=O)c45)cc3F)ccnc2c1,31.2,active,inactive
CHEMBL5788396,Cc1cccc(NC(=O)Nc2ccc3sc(-c4cc(B5OC(C)(C)C(C)(C)O5)cnc4N)cc3c2)c1,20,active,inactive
CHEMBL5788567,COC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)c4ccccc4)ccc3s2)c1,503,active,inactive
CHEMBL5789352,Cc1cc(OCCN(C)C)c2oc3cc(Oc4cccc(NC(=O)Nc5ccccc5)c4)ccc3c(=O)c2c1,100,active,inactive
CHEMBL5789543,CC(C)(C)n1nc(-c2[nH]c3cc(C(=O)Nc4ccn(CCO)n4)ccc3c2Cl)c2c(N)ncnc21,566,active,active
CHEMBL5790147,COc1cc(OC)c(F)c(N(Cc2nccn2S(=O)(=O)N(C)C)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1F,34.7,active,inactive
CHEMBL5790201,N#Cc1ccc(Cn2nc(-c3[nH]c4ncccc4c3Cl)c3c(N)ncnc32)cc1,30000,active,inactive
CHEMBL5790965,O=C(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1cccc(C(F)(F)F)c1,11,active,inactive
CHEMBL5791809,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,50,active,inactive
CHEMBL5792250,COC(=O)CCCNC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)Nc4cccc(C)c4)ccc3s2)c1,118,active,inactive
CHEMBL5792481,CC(C)(C)n1nc(-c2[nH]c3ncc(Cl)cc3c2Cl)c2c(N)ncnc21,5240,active,inactive
CHEMBL5792649,CC(C)(C#N)c1cc(C(=O)Nc2cc(Nc3ncccc3-c3ncnc4[nH]cnc34)ccc2F)cc(C(F)(F)F)c1,253,active,inactive
CHEMBL5792656,O=C(Nc1cccc(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1)Nc1cccc(C(F)(F)F)c1,100,active,active
CHEMBL5792967,CCCNC(=O)c1cc2ccc(-c3nn(C(C)(C)C)c4ncnc(N)c34)cc2[nH]1,9150,active,active
CHEMBL5793317,CC(C)c1cc(-c2[nH]c3ccccc3c2Cl)c2c(N)ncnn12,30000,active,active
CHEMBL5793440,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CNC4CC(F)(F)C4)ccc2N3)cc1O,0.677,active,inactive
CHEMBL5793745,N#Cc1ccc2c(c1)NC(=O)c1c(Nc3ccc(Br)c(O)c3)ccnc1N2,2.68,active,inactive
CHEMBL5794988,Nc1ncnc2c1c(-c1[nH]c3cc(C(=O)NC4CC4)ccc3c1Cl)nn2CC1CCOCC1,1080,active,active
CHEMBL5795369,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(C(=O)N4C[C@H](O)C[C@H]4CO)ccc2N3)cc1O,1.4,active,active
CHEMBL5795811,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4C[C@@H](O)[C@@H](O)C4)ccc2N3)cc1O,0.578,active,active
CHEMBL5796344,Cc1cc(OCCN2C[C@@H](C)N[C@@H](C)C2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5797278,Cc1cccc(-c2nc3n(c2-c2ccnc(-c4ccc(C(=O)NC5CCOCC5)cc4)c2)[C@@H]2CC[C@H]3C2)n1,960,active,active
CHEMBL5797546,CNC(=O)c1ccc2c(Cl)c(-c3nn(C4CCCC4)c4ncnc(N)c34)[nH]c2c1,5420,active,active
CHEMBL5797601,CNC(=O)c1cc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2[nH]1,6570,active,active
CHEMBL5797798,Cc1cccc(NC(=O)c2ccc3sc(-c4cccnc4N)cc3c2)c1,10000,active,inactive
CHEMBL5797841,Cc1cc(OCCN(C)C)c2oc3cc(Oc4ccc(CO)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5797912,CNC(=O)c1ccc2c(Cl)c(-c3nn(C4CC4)c4ncnc(N)c34)[nH]c2c1,11300,active,active
CHEMBL5797986,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(F)c3)c2c2c1OCCO2,50,active,active
CHEMBL5798002,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cncc(C(=O)N=S3(=O)CCNCC3)c2)c1,3,active,inactive
CHEMBL5798050,COc1cc(OC)c(F)c(N(CCOC(C)C)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,18.2,active,inactive
CHEMBL5798405,CCN1CCCC1CNCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,10.4,active,active
CHEMBL5798524,COc1cc(OC)cc(C(CCO)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,1000,active,inactive
CHEMBL5798974,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCC1CO[C@@H]2[C@@H](OC)CO[C@H]12,525,active,inactive
CHEMBL5799174,Cc1cccc(-c2nc3n(c2-c2ccnc(N)c2)C2CCC3C2)n1,1122,active,inactive
CHEMBL5799408,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(-c2cccc(C(F)(F)F)c2)n1,50,active,active
CHEMBL5799489,CCC(=O)c1cc2[nH]c(-c3nn(C(C)(C)C)c4ncnc(N)c34)c(Cl)c2cc1Cl,30000,active,active
CHEMBL5799731,CC(C)(C)n1nc(-c2[nH]c3ccccc3c2Br)c2c(N)ncnc21,30000,active,active
CHEMBL5799814,COc1cc2ncnc(Nc3ccc(NC(=O)NC4CC4)cc3)c2c2c1OCCO2,275,active,active
CHEMBL5799869,CN1CCN(c2cc(C(=O)Nc3ccc(F)c(Nc4ncccc4-c4ncnc5[nH]cnc45)c3F)cc(C(F)(F)F)c2)CC1,4710,active,inactive
CHEMBL5799893,COc1cc(OC)cc(N(Cc2c[nH]cn2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,5.37,active,inactive
CHEMBL5799948,CNC(=O)c1ccc2nc(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,30000,active,inactive
CHEMBL5799988,COC(=O)CC(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C)c3)nc2n1,1000,active,inactive
CHEMBL5800039,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)cc[n+]([O-])c2cc1OC,275,active,active
CHEMBL5800447,COCCOCCNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,30000,active,active
CHEMBL5800560,COC(=O)c1cnc(N)c(-c2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)c1,7,active,inactive
CHEMBL5800692,COc1cc(OC)c(F)c(N(CCCO)c2cc3cc(-c4cnn(C)c4)cnc3cn2)c1,1000,active,active
CHEMBL5800928,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CN[C@H](CO)c3ccccc3)ccc1N2,14.1,active,inactive
CHEMBL5801339,O=C(Nc1ccc(Oc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)cc1Cl)NC1CC1,50,active,active
CHEMBL5801395,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3cccc(NC(=O)NCCOC)c3)n[nH]c2c1,4,active,active
CHEMBL5801615,O=C(Nc1cc(Nc2ncccc2-c2ncnc3[nH]cnc23)c(F)cc1F)c1cccc(C(F)(F)F)c1,4100,active,inactive
CHEMBL5801705,COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccc(F)cc4)c(Cl)c3)c2c2c1OCCO2,50,active,active
CHEMBL5802104,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCN3CCOCC3)ccc1N2,15.7,active,active
CHEMBL5802197,COc1cc(OC)c(F)c(N(CC2CCC(=O)N2C)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,19.1,active,active
CHEMBL5802545,Nc1ncnc2c1c(-c1[nH]c3ncccc3c1Cl)nn2C1CCOCC1,30000,active,inactive
CHEMBL5802850,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cncc(C(=O)N=S3(=O)CCN(C(=O)NCCC(=O)N4CCC(O)C4)CC3)c2)c1,4,active,active
CHEMBL5802970,O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc4cc(OCCCN5CCCC5)c5c(c34)OCCO5)c(F)c2)CC1,50,active,active
CHEMBL5803242,O=C(Nc1ccc(Oc2ccnc3cc(OCC4CC4)c4c(c23)OCCO4)cc1Cl)NC1CC1,50,active,active
CHEMBL5803280,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCC1CC(N2CCOCC2)C1,39.9,active,inactive
CHEMBL5803292,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)NCCOCCOCCNC(C)=O)cc3)n[nH]c2c1,5.1,active,active
CHEMBL5803388,Cc1cc(OCCCN(C)C)c2oc3cc(Oc4cccc(C(=O)Nc5ccccc5)c4)ccc3c(=O)c2c1,550,active,inactive
CHEMBL5804556,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4C)cc3)c2c2c1OCCO2,50,active,active
CHEMBL5804567,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)NCCOCCOCCOCCOCCOC)nc3)n[nH]c2c1,11,active,active
CHEMBL5804750,O=C(Nc1ccc(Oc2ncnc3cc(OCCCN4CCCC4)c4c(c23)OCCO4)cc1Cl)NC1CC1,50,active,active
CHEMBL5805264,COC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)c4cccc(C)c4)ccc3s2)c1,25,active,inactive
CHEMBL5805498,COc1cc(OC)cc(C(=O)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,1000,active,inactive
CHEMBL5805535,CC(C)(C)n1nc(-c2ccc3cc(C(=O)Nc4cncs4)[nH]c3c2)c2c(N)ncnc21,21000,active,active
CHEMBL5805792,CN(C)CCOCCNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,10500,active,active
CHEMBL5805836,O=C(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccc(C(F)(F)F)cc1,229,active,inactive
CHEMBL5805854,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC(CO)c3ccccc3)ccc1N2,8.22,active,inactive
CHEMBL5806161,COc1cc(OC)cc(N(Cc2nccn2S(=O)(=O)N(C)C)c2cc3cc(-c4cnn(C)c4)cnc3cn2)c1,1000,active,inactive
CHEMBL5806196,COCCOc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccnc(OC)c4)cc3)c2c2c1OCCO2,50,active,inactive
CHEMBL5806199,CC(C)(O)COc1ccc2c(Oc3ccc(Nc4nccc5c4c(=O)c(-c4ccc(F)cc4)cn5Cc4ccccc4)cc3F)ccnc2c1,5000,active,active
CHEMBL5806245,Nc1ncnc2c1c(-c1[nH]c3ncccc3c1Cl)nn2C1CCC(O)C1,657,active,inactive
CHEMBL5806562,Nc1ncnc2c1c(-c1cc3ccccc3[nH]1)nn2C1CCCCC1,21000,active,active
CHEMBL5806668,CC(C)(C)n1nc(-c2ccc3cc(C(=O)NCC(F)F)[nH]c3c2)c2c(N)ncnc21,22900,active,active
CHEMBL5807404,COc1cc2c(Nc3cc(Cl)ccc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,inactive
CHEMBL5807479,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CC2CCC(C1)N2C,10500,active,inactive
CHEMBL5807497,Nc1ncnc2c1c(-c1[nH]c3ncccc3c1Cl)nn2CC(F)(F)F,29600,active,inactive
CHEMBL5807793,CC(C)(C)n1nc(-c2ccc3cc(C(=O)NCC4CC4)[nH]c3c2)c2c(N)ncnc21,31500,active,active
CHEMBL5808220,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCc3cccc(F)c3)ccc1N2,3.53,active,inactive
CHEMBL5808290,CCONC(=O)c1cc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2[nH]1,4680,active,active
CHEMBL5808600,Cc1cccc(-c2nc3n(c2-c2ccnc(-c4ccc(C(N)=O)cc4)c2)C2CCC3C2)n1,4055,active,inactive
CHEMBL5808657,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3cccc(NC(=O)OCCOCCOC)c3)n[nH]c2c1,7.2,active,active
CHEMBL5808661,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCNC1CC2CCC(C1)N2C,525,active,active
CHEMBL5808812,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(F)cc2c1OCCO2,50,active,active
CHEMBL5809209,CC(=O)N1CCS(=O)(=NC(=O)c2cncc(C#Cc3cccc(NC(=O)c4occc4C)c3)c2)CC1,3,active,inactive
CHEMBL5809415,CC(C)(C#N)c1cc(C(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)ccc1Cl,82,active,active
CHEMBL5810286,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(C(=O)N4CCOCC4)ccc2N3)cc1O,1.76,active,inactive
CHEMBL5810591,CCCCNC(=O)c1cc2ccc(-c3nn(C(C)(C)C)c4ncnc(N)c34)cc2[nH]1,54700,active,active
CHEMBL5810674,CCOCCN(CC)Cc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(C)cc3F)ccnc1N2,0.849,active,inactive
CHEMBL5810942,CN(C)Cc1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,30000,active,inactive
CHEMBL5811112,COc1cc(OC)cc(N(CCO)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,31.6,active,inactive
CHEMBL5811378,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CC[C@H](O)C4)ccc2N3)cc1O,0.765,active,inactive
CHEMBL5811396,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCc3cccc(F)c3F)ccc1N2,6.89,active,inactive
CHEMBL5811593,Cc1cccc(-c2nc3n(c2-c2ccnc(-c4ccc(C(N)=O)cc4)c2)[C@H]2CC[C@@H]3C2)n1,1052,active,inactive
CHEMBL5811682,Cc1ccc(F)c(C(=O)Nc2cccc(C#Cc3cc(C(=O)N=S4(=O)CCN(C(=O)OC(C)(C)C)CC4)cnc3N)c2)c1,15,active,active
CHEMBL5811728,Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc(-c3cc(C(=O)N=S(C)(C)=O)c[nH]3)c2)c1,37,active,active
CHEMBL5811920,CCN(Cc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(C)cc3F)ccnc1N2)C(C)C,0.831,active,inactive
CHEMBL5812290,COc1ccccc1Sc1sc2nc(N)nc(N)c2c1C,56300,active,active
CHEMBL5813131,Nc1ncnc2c1c(-c1[nH]c3ccccc3c1Cl)nn2CC1CCOCC1,30000,active,active
CHEMBL5813182,COc1cc(OC)cc(N(Cc2cn(S(=O)(=O)N(C)C)cn2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,44.7,active,inactive
CHEMBL5813410,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(F)c(C(=O)c2ccc3nccnc3c2)c1,100,active,inactive
CHEMBL5813419,CC(=O)N1CCN(CCCOc2cc3nccc(Oc4ccc(NC(=O)NC5CC5)c(Cl)c4)c3c3c2OCCO3)CC1,50,active,inactive
CHEMBL5813738,O=C(Nc1cc(Nc2ncccc2-c2ncnc3[nH]cnc23)ccc1F)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,21,active,inactive
CHEMBL5813855,CCN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(-c5c(Cl)c(OC)cc(OC)c5Cl)ccc34)cc2)CC1,200,active,inactive
CHEMBL5814366,O=C(Nc1cccc(F)c1)Nc1cccc(C(=O)c2ccc3ncc(N4CCCC4)nc3c2)c1,100,active,inactive
CHEMBL5814397,CN(C)CCOc1cc(Br)cc2c(=O)c3ccc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)cc3oc12,10000,active,active
